Entity Number,Type,Value,Note,,,,,,
2852,loc,The Deanery,accomodation,,,,,,
2853,loc,Bryn Mawr,city,,,,,,
2854,date,"Thursday, Jan. 28 1904",,,,,,,
2855,per,Aunty Lill,,,,,,,
2856,per,Alban,,,,,,,
2857,per,Emma,,,,,,,
2858,per,Pearlie Whithall,,,,,,,
2859,per,Madge Rhoads,,,,,,,
2861,per,Bernhard,,,,,,,
2862,per,Mr. Leuba,student / psychologist [future],,,,,,
2865,per,Mr. Whitney,professor,,,,,,
2867,loc,The Deanery,accomodation,,,,,,
2868,loc,Bryn Mawr,city,,,,,,
2869,date,"Friday, Jan. 29, 1904",,,,,,,
2870,per,Mr. Johnson,art collector,,,,,,
2872,per,Mamie Morton,,,,,,,
2874,misc,Pianola,instrument,,,,,,
2875,loc,Philadelphia Symphony Orchestra,cultural,,,,,,
2876,per,Mozart,artist-composer,,,,,,
2877,misc,[music by Mozart],,,,,,,
2879,per,Arthur Strong,art historian,,,,,,
2880,per,she,art historian,,,,,,
2881,loc,The Deanery,accomodation,,,,,,
2882,loc,Bryn Mawr,city,,,,,,
2883,date,"Saturday, Jan. 30 .1904",,,,,,,
2884,per,[Mr. Talcott Williams],journalist,,,,,,
2885,per,Mrs. Talcott Williams,artist-photographer,,,,,,
2887,loc,The Deanery,accomodation,,,,,,
2888,loc,Bryn Mawr,city,,,,,,
2889,date,"Sunday, Jan. 31 .1904",,,,,,,
2890,per,Bernhard,,,,,,,
2891,per,Mr. Johnson,lawyer / art collector,,,,,,
2892,loc,Morristown,town,,,,,,
2893,per,Will Nicholson,photographer,,,,,,
2894,per,Eliza,,,,,,,
2895,per,Whitall,,,,,,,
2896,org,their children,family unit,,,,,,
2898,loc,The Deanery,accomodation,,,,,,
2899,loc,Bryn Mawr,city,,,,,,
2900,date,"Monday, Feb. 1, 1904",,,,,,,
2901,misc,Awkward Age,,,,,,,
2902,per,Henry James,artist-writer,,,,,,
2903,per,Mr. Morgan,lawyer,,,,,,
2904,per,[Mr. Hoppin],archaeologist,,,,,,
2905,per,Mrs. Hoppin,,,,,,,
2907,loc,The Deanery,accomodation,,,,,,
2908,loc,Bryn Mawr,city,,,,,,
2909,date,"Tuesday, Feb. 2, 1904",,,,,,,
2910,per,Aunty LIll,,,,,,,
2911,per,Coates,businessman / philanthropist,,,,,,
2912,loc,The Deanery,accomodation,,,,,,
2913,loc,Bryn Mawr,city,,,,,,
2914,date,"Wednesday, Feb. 3, 1904",,,,,,,
2915,per,Horace Eaton,politician,,,,,,
2917,per,Carey,,,,,,,
2918,loc,Rockefeller,"school, part of",,,,,,
2919,loc,The Deanery,accomodation,,,,,,
2920,loc,Bryn Mawr,city,,,,,,
2921,date,"Thursday, Feb. 4, 1904",,,,,,,
2922,per,Eaton,,,,,,,
2923,loc,college,school,,,,,,
2924,per,John Thomas,,,,,,,
2926,loc,Pembroke Hall,"school, part of",,,,,,
2927,loc,The Deanery,accomodation,,,,,,
2928,loc,Bryn Mawr,city,,,,,,
2929,date,"Friday, Feb. 5, 1904",,,,,,,
2930,misc,Alumnae lunch,academic,,,,,,
2931,per,Bernhard,,,,,,,
2932,per,Johnson,,,,,,,
2933,per,Barrett Wendell,professor,,,,,,
2934,misc,lecture,lecture,,,,,,
2936,loc,The Deanery,accomodation,,,,,,
2937,loc,Bryn Mawr,city,,,,,,
2938,date,"Saturday, Feb. 6, 1904",,,,,,,
2939,per,Bernhard,,,,,,,
2940,per,Mr. Caseby,,,,,,,
2941,loc,St. Louis,city,,,,,,
2943,per,Cousin Carrie Lawrence,,,,,,,
2944,org,her family,family unit,,,,,,
2945,org,the Everetts,family unit,,,,,,
2947,loc,United States,country,,,,,,
2948,loc,Art and Science Building,"school, part of",,,,,,
2949,loc,Pennsylvania University,school,,,,,,
2951,misc,Romanesque,"art style, period, or movement",,,,,,
2952,misc,German,art described by region,,,,,,
2953,misc,lecture,lecture,,,,,,
2954,per,Miss Rapplier,,,,,,,
2956,per,Miss Harrison,socialite,,,,,,
2957,per,the Provost,academic administrator,,,,,,
2958,per,Carey,,,,,,,
2959,loc,Bryn Mawr,school,,,,,,
2960,per,her fashionable mother,,,,,,,
2961,per,B.B.,,,,,,,
2962,per,Uncle Logan,,,,,,,
2964,per,B.B.,,,,,,,
2965,per,Hannah Whitall Smith,,,,,,,
2967,per,Bernhard,,,,,,,
2968,per,Mr. John G. Johnson,art collector / lawyer,,,,,,
2969,per,B.B.,,,,,,,
2970,per,Carey,,,,,,,
2971,per,Mamie Gwinn,professor,,,,,,
2972,per,Miss Gwinn,professor,,,,,,
2973,per,Carey,,,,,,,
2974,per,Mr. Hodder,,,,,,,
2975,per,Carey,,,,,,,
2977,per,the Casebys [Mr. Caseby],,,,,,,
2978,per,the Casebys [Mrs. Caseby],,,,,,,
2979,per,Hodder,,,,,,,
2980,per,Miss Gwinn,professor,,,,,,
2981,per,her mother,,,,,,,
2982,per,Mr. Hodder,,,,,,,
2984,per,the Mother,,,,,,,
2985,per,Miss Gwinn,professor,,,,,,
2986,per,the Mother,,,,,,,
2988,per,Miss Garrett,social reformer / [hilanthropist,,,,,,
2989,loc,Baltimore,city,,,,,,
2990,date,"Sunday, Feb. 7, 1904",,,,,,,
2991,loc,Baltimore,city,,,,,,
2992,misc,[Balitmore in flames],historic,,,,,,
2993,per,Miss Garrett,social reformer / philanthropist,,,,,,
2994,per,the Mayor,politial figure,,,,,,
2995,per,Zoe,,,,,,,
2996,per,Harry,,,,,,,
2997,per,Margaret,,,,,,,
2998,per,Dr. Wright,,,,,,,
2999,per,Miss Dawson,,,,,,,
3000,per,Margaret,,,,,,,
3001,per,her husband,,,,,,,
3002,loc,Baltimore,city,,,,,,
3003,date,"Monday, Feb. 8, 1904",,,,,,,
3004,misc,the fire,historic,,,,,,
3005,loc,Baltimore,city,,,,,,
3006,per,Mr. Walter,art collector,,,,,,
3007,misc,[art collection of Mr. Walter],art collection,,,,,,
3008,misc,Chinese ,art described by region,,,,,,
3009,misc,Japanese ,art described by region,,,,,,
3011,per,Zoe,,,,,,,
3012,per,[Mr. Bonaparte],politial figure,,,,,,
3013,per,Mrs. Bonaparte,,,,,,,
3014,per,Napoleon,politial figure,,,,,,
3015,per,Napolean's brother Jerome,politial figure,,,,,,
3016,per,Miss Patterson,,,,,,,
3017,per,Princesse Mathilde,,,,,,,
3018,per,[Mr. Brackett],,,,,,,
3019,per,Mrs. Brackett,,,,,,,
3020,per,Miss Garrett,social reformer / philanthropist,,,,,,
3022,per,Sardanapalus,literary,,,,,,
3023,misc,Indian,proper noun adjective,,,,,,
3025,loc,Baltimore,city,,,,,,
3026,date,"Tuesday, Feb. 9, 1904",,,,,,,
3027,misc,Fire out.,biographical,,,,,,
3028,misc,Bonaparte relics,artifacts,,,,,,
3029,per,Mr. Bonaparte,politial figure,,,,,,
3030,loc,Bryn Mawr school,school,,,,,,
3031,per,Margaret,,,,,,,
3032,per,Ann Carey,public figure,,,,,,
3034,per,Carey,public figure,,,,,,
3035,per,Miss Garrett,social reformer / philanthropist,,,,,,
3036,loc,Johns Hopkins University,school,,,,,,
3037,loc,the Medical School,school,,,,,,
3038,per,Miss Garrett,social reformer / philanthropist,,,,,,
3040,per,Carey,public figure,,,,,,
3041,per,Aeneas,literary,,,,,,
3042,per,Mary,,,,,,,
3043,per,Achates,literary,,,,,,
3044,per,Carey,public figure,,,,,,
3045,loc,Medical College,school,,,,,,
3047,loc,Harry's,,,,,,,
3048,per,Zoe,,,,,,,
3050,per,[Mr. Palin],,,,,,,
3051,per,Mrs. Palin,,,,,,,
3052,per,[Mr. Buchler],,,,,,,
3053,per,Mrs. Buchler,,,,,,,
3054,loc,New Willard Hotel,accomodation,,,,,,
3055,loc,Washington D. C. ,city,,,,,,
3056,date,"Wednesday, Feb. 10, 1904",,,,,,,
3057,loc,Baltimore,city,,,,,,
3058,misc,their terrific loss,historic,,,,,,
3059,misc,Babes in the Wood,,,,,,,
3060,loc,White House,governmental,,,,,,
3061,loc,Capitol,governmental,,,,,,
3062,misc,German,proper noun adjective,,,,,,
3063,per,B.B.,,,,,,,
3065,loc,New Willard Hotel,accomodation,,,,,,
3066,loc,Washington D. C. ,city,,,,,,
3067,date,"Thursday, Feb. 11, 1904",,,,,,,
3068,per,Miss Hale,artist-painter,,,,,,
3069,loc,Corcoran Gallery,cultral heritage institution,,,,,,
3070,per,Hiram Powers,artist-sculptor,,,,,,
3071,misc,Greek Slave,sculpture,,,,,,
3073,misc,American art,art described by region,,,,,,
3075,per,[Mr. Ross Perry],,,,,,,
3076,per,Mrs. Ross Perry,,,,,,,
3077,per,Mr. Archer,,,,,,,
3078,per,Mr. Parmelu,businessman / philanthropist,,,,,,
3079,per,Waterlows,,,,,,,
3080,per,Waterlows,,,,,,,
3081,per,Cotton Smiths,,,,,,,
3082,per,Cotton Smiths,,,,,,,
3083,per,B.B.,,,,,,,
3084,per,Mrs. Warder,,,,,,,
3085,misc,[Mrs. Warder's musicale],cultural,,,,,,
3087,org,Miss Warders,family unit,,,,,,
3089,per,Mrs. Huhn,,,,,,,
3090,org,Miss Stickneys,family unit,,,,,,
3091,per,Mrs. Slater,,,,,,,
3092,per,William Morris Hunt,artist-painter,,,,,,
3093,per,Miss Alice Roosevelt,socialite,,,,,,
3095,loc,New Willard Hotel,accomodation,,,,,,
3096,loc,Washington D. C. ,city,,,,,,
3097,date,"Friday, Feb. 12, 1904",,,,,,,
3098,per,Ellen Hale,artist-painter,,,,,,
3099,loc,the Smithsonian,cultural heritage institution,,,,,,
3100,per,Secretary Mr. Langley,politial figure,,,,,,
3101,misc,Flying Machine,transportation vessel,,,,,,
3102,per,Mr. Adler,arts administrator,,,,,,
3103,per,Mr. Holmes,arts administrator,,,,,,
3104,per,Bernhard,,,,,,,
3105,per,Secretary Hay,politial figure,,,,,,
3106,per,Edward Everett Hale,historian / religious figure,,,,,,
3107,per,Ellen,artist-painter,,,,,,
3108,loc,Senate,governmental,,,,,,
3109,per,Senator Hoare,politial figure,,,,,,
3110,loc,the gallery of the House,,,,,,,
3111,per,Mrs. Ross Perry,,,,,,,
3112,misc,[music by Schumann],,,,,,,
3113,per,Schumann,artist-composer,,,,,,
3114,per,Mrs. Slater,,,,,,,
3115,per,Judge Holmes,politial figure,,,,,,
3116,per,nephew of Charlotte Cushing,,,,,,,
3117,per,Charlotte Cushing,artist-actor,,,,,,
3118,loc,New Willard Hotel,accomodation,,,,,,
3119,loc,Washington D. C. ,city,,,,,,
3120,date,"Saturday, Feb. 13, 1904",,,,,,,
3121,per,Dr. Lee,,,,,,,
3122,per,Mr. Samuel Ward,artist-poet,,,,,,
3123,misc,Mr. Samuel Ward's things,art collection,,,,,,
3124,per,Miss Norton of Cambridge,,,,,,,
3125,loc,Cambridge,city,,,,,,
3126,loc,"""Purgatorio""",literary,,,,,,
3127,misc,English pictures,?,,,,,,
3128,misc,[portrait by Page],painting,,,,,,
3129,per,Page,artist-painter,,,,,,
3130,per,Mr. Adler,arts administrator,,,,,,
3131,loc,the Smithsonian,cultural heritage institution,,,,,,
3133,per,the Secretary,arts administrator,,,,,,
3134,per,Miss Seward,artist-writer,,,,,,
3135,per,Miss Upton,,,,,,,
3136,per,B.B.,,,,,,,
3137,per,Miss Hale,artist-painter,,,,,,
3138,per,[Mr. Gilman],,,,,,,
3139,per,Mrs. Gilman,,,,,,,
3140,per,Mrs. Kennan,,,,,,,
3141,per,Mrs. Howe,religious figure,,,,,,
3142,loc,Cleveland,city,,,,,,
3143,misc,Unitarian,religious denomonation,,,,,,
3144,misc,Women' Suffrage Congress,historical,,,,,,
3145,per,Mrs. Cabot Lodge,,,,,,,
3146,per,Secretary Hay,politial figure,,,,,,
3147,per,Zorn,artist-painter,,,,,,
3149,per,B.B.,,,,,,,
3151,date,"Sunday, Feb. 14, 1904",,,,,,,
3152,misc,My Fortieth Birthday,biographical,,,,,,
3153,per,B.B.,,,,,,,
3154,misc,Mr. Waggaman's collection,art collection,,,,,,
3155,per,Mr. Waggaman,art collector,,,,,,
3157,misc,early Flemish triptych,painting,,,,,,
3158,misc,[Madonna and two donors],painting,,,,,,
3159,misc,[painting by Wilson],painting,,,,,,
3160,per,Wilson,artist-painter,,,,,,
3161,misc,chromo,technique,,,,,,
3162,per,Claude Lorraine,artist-painter,,,,,,
3163,misc,Japanese pottery,pottery,,,,,,
3164,per,Mr. Sawyer,businessman,,,,,,
3165,loc,Buffalo,city,,,,,,
3166,per,Mr. Waggaman,art collector,,,,,,
3167,loc,District of Columbia,city,,,,,,
3169,loc,New York,city,,,,,,
3170,loc,Washington,city,,,,,,
3171,per,Henry Cabot Lodge,politician,,,,,,
3172,per,Mrs. Adams,,,,,,,
3173,per,Miss Bigelow,,,,,,,
3174,per,[Mr. Buena Varila],engineer,,,,,,
3175,per,Mme. Buena Varilla,,,,,,,
3176,misc,[the whole Panama business],historic,,,,,,
3177,loc,Panama,country,,,,,,
3178,per,Mr. Lodge,,,,,,,
3179,misc,[Laganeth painting],painting,,,,,,
3180,per,Laganeth,artist-painter,,,,,,
3181,misc,Madonna enthroned with four saints,painting,,,,,,
3182,misc,a Cardinal,painting,,,,,,
3183,per,Dirck Bouts,artist-painter,,,,,,
3184,per,His son,public figure,,,,,,
3185,org,American Egypt exploring committee,cultural,,,,,,
3187,per,Mrs. Adams,,,,,,,
3189,per,[Mr. James Parmelu],businessman / philanthropist,,,,,,
3190,per,Mrs. James Parmelu,,,,,,,
3191,per,M. Buena Varilla,engineer,,,,,,
3192,date,1841,,,,,,,
3193,loc,Nicaragua,country,,,,,,
3194,loc,Panama,country,,,,,,
3195,per,M. Buena Varilla,engineer,,,,,,
3196,org,De Lassseps Co.,business,,,,,,
3197,loc,Cincinnati,city,,,,,,
3198,per,[prominient Cincinatti banker],banker,,,,,,
3199,loc,Panama,country,,,,,,
3200,loc,Cleveland,city,,,,,,
3201,per,M.B. Varilla,engineer,,,,,,
3202,loc,Cleveland,city,,,,,,
3203,per,Mr. Parmelu,businessman / philanthropist,,,,,,
3204,per,Mr. Herrick,businessman / politician,,,,,,
3205,loc,Cleveland,city,,,,,,
3206,per,Mark Hanna,businessperson,,,,,,
3207,per,M. Buena Varilla,engineer,,,,,,
3208,misc,[speech],lecture,,,,,,
3209,loc,Panama,country,,,,,,
3210,per,Hanna,businessperson,,,,,,
3211,misc,"[""put the thing through"" in the House]",legislation,,,,,,
3212,org,House,political,,,,,,
3214,per,Mr. Parmelu,businessman / philanthropist,,,,,,
3216,per,Sen. Lodge,,,,,,,
3218,misc,the Canal,historic,,,,,,
3219,per,Mr. Caseby,,,,,,,
3220,per,Mr. Hanna,businessperson,,,,,,
3221,org,the railway he represents,business,,,,,,
3222,misc,the Canal,historic,,,,,,
3224,per,Mr. Parmelu,businessman / philanthropist,,,,,,
3225,per,Mr. Hanna,businessperson,,,,,,
3227,org,the government,political,,,,,,
3228,per,M. Buena Varilla,engineer,,,,,,
3230,per,the Ross-Perrys,,,,,,,
3231,per,the Ross-Perrys,,,,,,,
3233,per,Mrs. Slater,,,,,,,
3234,org,the Stickneys,family unit,,,,,,
3235,per,Mrs. Slater,,,,,,,
3236,per,Mr. Berry,,,,,,,
3237,per,Walt Whitman,artist-poet,,,,,,
3240,per,Bernhard,,,,,,,
3241,per,Miss Stickney,,,,,,,
3242,loc,New Willard Hotel,accomodation,,,,,,
3243,loc,Washington D. C. ,city,,,,,,
3244,date,"Monday, Feb. 15, 1904",,,,,,,
3245,per,Mrs. Foster,lawyer,,,,,,
3246,per,Judith Ellen,lawyer,,,,,,
3247,per,Nellie Hale,artist-painter,,,,,,
3248,per,Mr. Henry Adams,scholar,,,,,,
3250,per,Loeser,art historian,,,,,,
3251,per,the Wardens',,,,,,,
3252,per,the Wardens' [Mrs. Warden],,,,,,,
3253,per,Mr. Berry,,,,,,,
3255,per,[Mrs. Lee],,,,,,,
3256,per,Miss Lee,,,,,,,
3258,loc,the German Ambassador's,home,,,,,,
3259,per,the German Ambassador,politial figure,,,,,,
3260,misc,some wonderful things,,,,,,,
3261,misc,Pekin Loot,historic,,,,,,
3263,per,Mrs. Kuhn,,,,,,,
3264,per,Anders Zorn,artist-painter,,,,,,
3265,loc,New Willard Hotel,accomodation,,,,,,
3266,loc,Washington D. C. ,city,,,,,,
3267,date,"Tuesday, Feb. 16, 1904",,,,,,,
3268,loc,Mt. Vernon,landmark,,,,,,
3269,per,Nellie Hale,artist-painter,,,,,,
3270,per,Bernhard,,,,,,,
3272,per,the Waterlows,,,,,,,
3273,per,the Waterlows,,,,,,,
3274,per,Miss Hortmanns',,,,,,,
3275,per,Miss Hortmanns',,,,,,,
3276,per,Miss Seward,artist-writer,,,,,,
3277,per,Miss Lee,,,,,,,
3280,loc,New Willard Hotel,accomodation,,,,,,
3281,loc,Washington D. C. ,city,,,,,,
3282,date,"Wednesday, Feb. 17, 1904",,,,,,,
3283,per,Mr. Henry Adams,,,,,,,
3284,per,Mrs. Foster,,,,,,,
3285,per,Mrs. Henderson,social reformer,,,,,,
3286,org,Great Artists, misc,,,,,,
3287,per,Géronne,artist-painter,,,,,,
3288,per,Cabanel,artist-painter,,,,,,
3289,per,Bougureau,artist-painter,,,,,,
3290,per,Bernhard,,,,,,,
3292,loc,"went on to an awful squillionaire's, Mr. Walsh",home,,,,,,
3293,per,Mr. Walsh,businessman,,,,,,
3295,loc,Colorado,state,,,,,,
3297,per,Miss Seward,artist-writer,,,,,,
3298,loc,New Willard Hotel,accomodation,,,,,,
3299,loc,Washington D. C. ,city,,,,,,
3300,date,"Thursday, Feb. 18, 1904",,,,,,,
3301,per,Bernhard,,,,,,,
3303,loc,the Congressional Library,governmental,,,,,,
3304,per,Mr. Parsons,arts administrator,,,,,,
3305,misc,"""mural decorations""",mural,,,,,,
3307,per,Elihu Vedder,artist-painter,,,,,,
3308,misc,Italian pictures,art described by region,,,,,,
3309,misc,"the Drapers' ""Botticelli""",painting,,,,,,
3310,per,the Drapers',,,,,,,
3311,per,the Drapers [Mrs. Draper],,,,,,,
3312,per,Botticelli,artist-painter,,,,,,
3313,per,Mrs. Draper,,,,,,,
3315,per,the Cotton Smiths,,,,,,,
3316,per,the Cotton Smiths,,,,,,,
3317,per,Miss Horner,,,,,,,
3318,loc,Brookline,city,,,,,,
3319,per,Ellen Hale,artist-painter,,,,,,
3320,per,Chief Justice Nott,politial figure,,,,,,
3321,per,Lodges [Mr. Lodge],historian / politician,,,,,,
3322,per,Lodges [Mrs. Lodge],,,,,,,
3323,per,Gilmans,,,,,,,
3324,per,Gilmans [Mrs. Gilman],,,,,,,
3325,per,Mr. Henry Adams,historian,,,,,,
3326,per,Secretary Hay,politial figure,,,,,,
3328,per,Fischer the dealer,art dealer,,,,,,
3329,per,Mr. Berenson,,,,,,,
3330,misc,Italian Art,art described by region,,,,,,
3333,per,Mr. Hay,politial figure,,,,,,
3334,per,this Great Authority,,,,,,,
3335,per,Bernhard,,,,,,,
3336,per,Mrs. Kuhn's,,,,,,,
3337,per,Mr. Rhinelander,art collector,,,,,,
3338,per,[Mr. Thonor],,,,,,,
3339,per,Mrs. Thonor,,,,,,,
3340,per,Mrs. Wadsworth,,,,,,,
3341,per,Bernhard,,,,,,,
3342,per,Mrs. Du Bois,,,,,,,
3343,loc,New Haven,city,,,,,,
3344,date,"Friday, Feb. 19, 1904",,,,,,,
3345,loc,Washington,city ,,,,,,
3346,per,Ellen Hale,artist-painter,,,,,,
3347,loc,New York,city ,,,,,,
3348,per,Mr. Hamilton Field,artist-painter,,,,,,
3349,per,his mother,,,,,,,
3350,per,B.B.,,,,,,,
3351,per,Elsie de Wolfe,artist-actor,,,,,,
3352,per,Stuyvesants [Mr. Stuyvesant],public figure,,,,,,
3353,per,Stuyvesants [Mrs. Stuyvesant],public figure,,,,,,
3355,loc,Somerset Hotel,accomodation,,,,,,
3356,loc,Boston,city,,,,,,
3357,date,"Saturday, Feb. 20, 1904",,,,,,,
3358,per,Bernhard,,,,,,,
3359,per,Ned Waren,art collector,,,,,,
3360,per,Marshall,art collector,,,,,,
3361,per,Mr. Dorr,public figure,,,,,,
3362,misc,lecture,lecture,,,,,,
3363,org,[Saturday Morning Club],club,,,,,,
3364,org,New Haven Ladies Saturday Morning Club,club,,,,,,
3365,misc,lecture,lecture,,,,,,
3366,org,Hartford Art Association,association,,,,,,
3367,loc,Somerset Hotel,accomodation,,,,,,
3368,loc,Boston,city,,,,,,
3369,date,"Sunday, Feb. 21, 1904",,,,,,,
3370,per,Mrs. Gardner,,,,,,,
3371,per,Kneise,,,,,,,
3372,per,his wife,,,,,,,
3373,per,Proctor,artist-musician,,,,,,
3374,loc,Savin Hill,neighborhood,,,,,,
3375,per,Senda,,,,,,,
3376,per,Rachel,,,,,,,
3377,loc,Somerset Hotel,accomodation,,,,,,
3378,loc,Boston,city,,,,,,
3379,date,"Monday, Feb. 22, 1904",,,,,,,
3380,per,Rachel,,,,,,,
3381,per,Senda,,,,,,,
3382,per,Ray,,,,,,,
3383,misc,Greek,proper noun adjective,,,,,,
3384,per,Mrs. Tyler,,,,,,,
3385,per,Gertrude,,,,,,,
3386,misc,Gertrude's death,biographical,,,,,,
3387,loc,Cambridge,city,,,,,,
3388,per,Senda,,,,,,,
3389,per,Münsterbergs [Mr. Münsterberg],,,,,,,
3390,per,Münsterbergs [Mrs. Münsterberg],,,,,,,
3391,per,Puffers [Mr. Puffer],,,,,,,
3392,per,Puffers [Mrs. Puffer],,,,,,,
3393,per,Nortons,,,,,,,
3394,per,Nortons [Mrs. Norton],,,,,,,
3395,per,Warrens [Mr. Warren],,,,,,,
3396,per,Warrens [Mrs. Warren],,,,,,,
3397,per,the Warrens [Mr. Warren],professor,,,,,,
3398,per,the Warrens [Mrs. Warren],,,,,,,
3399,loc,Smith College,school,,,,,,
3400,per,Salomé Machado,,,,,,,
3401,per,Prof. Lauman,professor,,,,,,
3402,per,Salomé,,,,,,,
3404,per,Mr. Owen,,,,,,,
3405,misc,Western,proper noun adjective,,,,,,
3406,loc,Kansas,state,,,,,,
3409,loc,England,country,,,,,,
3410,per,B.B.,,,,,,,
3411,per,D_,,,,,,,
3412,per,Mrs. Piper,religious figure,,,,,,
3413,loc,Somerset Hotel,accomodation,,,,,,
3414,loc,Boston,city,,,,,,
3415,date,"Tuesday, Feb. 23, 1904",,,,,,,
3416,per,Bernhard,,,,,,,
3417,per,Dr. Lauman,medical professional,,,,,,
3418,per,Fletcher,,,,,,,
3419,per,Prichard,art historian,,,,,,
3420,per,Chalfin,artist-painter / curator,,,,,,
3421,loc,Museum,cultural heritage institution,,,,,,
3422,per,B.B.,,,,,,,
3423,per,Mrs. Toy,,,,,,,
3424,per,Santayana,scholar,,,,,,
3425,org,the Perrys,family unit,,,,,,
3426,per,Whistler,artist-painter,,,,,,
3427,misc,Whistler reception,cultural ,,,,,,
3428,loc,Copley Hall,cultural ,,,,,,
3430,per,B.B.,,,,,,,
3431,per,Mr. Freer,art collector,,,,,,
3432,per,Miss Watson,,,,,,,
3433,loc,Buffalo,city,,,,,,
3434,org,Bostonians,cultural ,,,,,,
3435,loc,Somerset Hotel,accomodation,,,,,,
3436,loc,Boston,city,,,,,,
3437,date,"Wednesday, Feb. 24, 1904",,,,,,,
3438,per,Mr. Freer,art collector,,,,,,
3439,loc,Museum,cultural heritage institution,,,,,,
3440,misc,Chinese things,art described by region,,,,,,
3441,per,[Mr. Havemeyer],art collector / businessperson,,,,,,
3442,per,Mrs. Havemeyer,,,,,,,
3443,per,Abie,,,,,,,
3444,per,Mrs. Rogers,artist-painter,,,,,,
3445,per,old Miss Norton,,,,,,,
3446,per,B.B.,,,,,,,
3447,loc,Somerset Hotel,accomodation,,,,,,
3448,loc,Boston,city,,,,,,
3449,date,"Thursday, Feb. 25, 1904",,,,,,,
3450,per,Whistler,artist-painter,,,,,,
3451,misc,[Whistler again],exhibiton,,,,,,
3452,per,Mr. Freer,art collector,,,,,,
3453,per,Mr. Fox,architect,,,,,,
3454,per,Mrs. Nickerson,,,,,,,
3455,per,B.B.,,,,,,,
3456,per,Dr. Langmaid,medical professional,,,,,,
3457,per,Mrs. Whitman,artist-painter,,,,,,
3458,per,Mr. Dove,artist-painter,,,,,,
3459,loc,Somerset Hotel,accomodation,,,,,,
3460,loc,Boston,city,,,,,,
3461,date,"Friday, Feb. 26, 1904",,,,,,,
3462,per,Bernhard,,,,,,,
3463,loc,museum,cultural heritage institution,,,,,,
3464,per,Potter,architect,,,,,,
3465,per,Veronese,artist-painter,,,,,,
3466,per,Paolo,artist-painter,,,,,,
3467,misc,"[art supposedly by Paolo Veronse @ MFA, Boston]",painting,,,,,,
3469,per,Billy taylor,,,,,,,
3470,per,Power,,,,,,,
3471,per,Mr. Fox,architect,,,,,,
3472,per,Billy taylor,,,,,,,
3473,per,Bernhard,,,,,,,
3474,per,Whistler,artist-painter,,,,,,
3475,misc,[Whistler again],exhibiton,,,,,,
3476,per,Mr. Bullard,art collector,,,,,,
3477,per,Mrs. Gardner,,,,,,,
3478,org,Vincent Club of girls,performance,,,,,,
3479,misc,Vaudeville performance,cultural,,,,,,
3480,org,Longyears,family unit,,,,,,
3481,per,Longyears,businessman,,,,,,
3482,per,Longyears,philanthropist / religious figure,,,,,,
3483,loc,Somerset Hotel,accomodation,,,,,,
3484,loc,Boston,city,,,,,,
3485,date,"Saturday, Feb. 27, 1904",,,,,,,
3486,per,Bernhard,,,,,,,
3487,per,His mother,,,,,,,
3488,per,Rachel,,,,,,,
3489,loc,Wellesely,school,,,,,,
3490,misc,The New Art Criticism,lecture,,,,,,
3492,per,Bernhard,,,,,,,
3493,per,Mrs. Nickerson,,,,,,,
3494,loc,Somerset Hotel,accomodation,,,,,,
3495,loc,Boston,city,,,,,,
3496,date,"Sunday, Feb. 28, 1904",,,,,,,
3497,per,Mrs. Gardner,,,,,,,
3498,per,Denman Ross,public figure / artist-painter ,,,,,,
3499,per,Miss Norton,,,,,,,
3500,per,Mrs. Scudder (Jeanette Markham),,,,,,,
3501,per,Mr. Ross,public figure / artist-painter ,,,,,,
3503,per,Mrs. Gardner,,,,,,,
3504,loc,her Palace,cultural heritage instituton,,,,,,
3505,misc,XVIII music,music described by era,,,,,,
3506,per,Proctor,artist-musician,,,,,,
3507,per,Loeffler,artist-musician,,,,,,
3508,misc,viola d'amore,instrument,,,,,,
3510,org,The Berenson family,family unit,,,,,,
3512,per,Bernhard,,,,,,,
3513,per,his parents [Mr. Berenson],,,,,,,
3514,per,his parents [Mrs. Berenson],,,,,,,
3515,per,this Mother,,,,,,,
3516,per,Rachel,,,,,,,
3517,per,Bessie,,,,,,,
3518,per,Senda,,,,,,,
3519,per,Abe,,,,,,,
3520,per,Bernhard,,,,,,,
3521,org,Bank (Barings),business,,,,,,
3523,per,his father,,,,,,,
3524,per,Senda,,,,,,,
3525,per,Bessie,,,,,,,
3526,per,Senda,,,,,,,
3528,per,She,,,,,,,
3529,per,Ray,,,,,,,
3531,per,Bernhard,,,,,,,
3532,loc,Somerset Hotel,accomodation,,,,,,
3533,loc,Boston,city,,,,,,
3534,date,"Monday, Feb. 29, 1904",,,,,,,
3535,per,Whistler,artist-painter,,,,,,
3536,misc,Whistlers,exhibiton,,,,,,
3537,per,Mrs. Bowlker,,,,,,,
3538,per,Mr. Bullard,,,,,,,
3539,misc,lecture,lecture,,,,,,
3540,loc,the College Club,"school, part of",,,,,,
3541,per,Mrs. Gardner,,,,,,,
3542,per,Mrs. Whitman,,,,,,,
3544,per,Mrs. Montgomery Sears,art collector,,,,,,
3545,per,Miss Eva Palmer,artist-poet,,,,,,
3546,loc,New York,city,,,,,,
3547,per,Poe,artist-poet,,,,,,
3548,misc,[poetry by Poe],,,,,,,
