note,type,value,exactMatch,partialMatch,matchValue,typeMatch
,per,Mr. Archer,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
,per,Waterlows,,,,False
,per,Waterlows,,,,False
,per,Cotton Smiths,,,,False
,per,Cotton Smiths,,,,False
,per,B.B.,,,,False
,per,Mrs. Warder,,partial,Mrs.,True
cultural,misc,[Mrs. Warder's musicale],,partial,Mrs.,False
family unit,org,Miss Warders,,,,False
,per,Mrs. Huhn,,partial,Mrs.,True
family unit,org,Miss Stickneys,,,,False
,per,Mrs. Slater,,partial,Mrs.,True
artist-painter,per,William Morris Hunt,,,,False
socialite,per,Miss Alice Roosevelt,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Friday, Feb. 12, 1904",,,,False
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
cultural heritage institution,loc,the Smithsonian,,,,False
politial figure,per,Secretary Mr. Langley,,,,False
transportation vessel,misc,Flying Machine,,,,False
arts administrator,per,Mr. Adler,,,,False
arts administrator,per,Mr. Holmes,,,,False
,per,Bernhard,exact,,Bernhard,False
politial figure,per,Secretary Hay,,,,False
historian / religious figure,per,Edward Everett Hale,exact,,Edward Everett Hale,True
artist-painter,per,Ellen,,partial,Ellen Hale,True
governmental,loc,Senate,,,,False
politial figure,per,Senator Hoare,,,,False
,loc,the gallery of the House,,,,False
,per,Mrs. Ross Perry,,partial,Mrs.,True
,misc,[music by Schumann],,partial,Schumann,False
artist-composer,per,Schumann,exact,,Schumann,True
,per,Mrs. Slater,,partial,Mrs.,True
politial figure,per,Judge Holmes,,,,False
,per,nephew of Charlotte Cushing,,,,False
artist-actor,per,Charlotte Cushing,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Saturday, Feb. 13, 1904",,,,False
,per,Dr. Lee,,,,False
artist-poet,per,Mr. Samuel Ward,,,,False
art collection,misc,Mr. Samuel Ward's things,,,,False
,per,Miss Norton of Cambridge,,,,False
city,loc,Cambridge,,,,False
literary,loc,"""Purgatorio""",,,,False
?,misc,English pictures,,,,False
painting,misc,[portrait by Page],,,,False
artist-painter,per,Page,,,,False
arts administrator,per,Mr. Adler,,,,False
cultural heritage institution,loc,the Smithsonian,,,,False
arts administrator,per,the Secretary,,,,False
artist-writer,per,Miss Seward,,,,False
,per,Miss Upton,,,,False
,per,B.B.,,,,False
artist-painter,per,Miss Hale,,,,False
,per,[Mr. Gilman],,,,False
,per,Mrs. Gilman,,partial,Mrs.,True
,per,Mrs. Kennan,,partial,Mrs.,True
religious figure,per,Mrs. Howe,,partial,Mrs.,True
city,loc,Cleveland,,,,False
religious denomonation,misc,Unitarian,,,,False
historical,misc,Women' Suffrage Congress,,,,False
,per,Mrs. Cabot Lodge,,partial,Mrs.,True
politial figure,per,Secretary Hay,,,,False
artist-painter,per,Zorn,,,,False
,per,B.B.,,,,False
,date,"Sunday, Feb. 14, 1904",,,,False
biographical,misc,My Fortieth Birthday,,,,False
,per,B.B.,,,,False
art collection,misc,Mr. Waggaman's collection,,,,False
art collector,per,Mr. Waggaman,,,,False
painting,misc,early Flemish triptych,,,,False
painting,misc,[Madonna and two donors],,,,False
painting,misc,[painting by Wilson],,partial,Wilson,True
artist-painter,per,Wilson,exact,,Wilson,False
technique,misc,chromo,,,,False
artist-painter,per,Claude Lorraine,,,,False
pottery,misc,Japanese pottery,,partial,Japanese,True
businessman,per,Mr. Sawyer,,,,False
city,loc,Buffalo,,,,False
art collector,per,Mr. Waggaman,,,,False
city,loc,District of Columbia,,,,False
city,loc,New York,exact,,New York,True
city,loc,Washington,,,,False
politician,per,Henry Cabot Lodge,,,,False
,per,Mrs. Adams,,partial,Mrs.,True
,per,Miss Bigelow,,,,False
engineer,per,[Mr. Buena Varila],,,,False
,per,Mme. Buena Varilla,,,,False
historic,misc,[the whole Panama business],,,,False
country,loc,Panama,,,,False
,per,Mr. Lodge,,,,False
painting,misc,[Laganeth painting],,,,False
artist-painter,per,Laganeth,,,,False
painting,misc,Madonna enthroned with four saints,,,,False
painting,misc,a Cardinal,,,,False
artist-painter,per,Dirck Bouts,,,,False
public figure,per,His son,,,,False
cultural,org,American Egypt exploring committee,,partial,Egypt,False
,per,Mrs. Adams,,partial,Mrs.,True
businessman / philanthropist,per,[Mr. James Parmelu],,partial,James,True
,per,Mrs. James Parmelu,,partial,Mrs.,True
engineer,per,M. Buena Varilla,,,,False
,date,1841,,,,False
country,loc,Nicaragua,,,,False
country,loc,Panama,,,,False
engineer,per,M. Buena Varilla,,,,False
business,org,De Lassseps Co.,,,,False
city,loc,Cincinnati,,,,False
banker,per,[prominient Cincinatti banker],,,,False
country,loc,Panama,,,,False
city,loc,Cleveland,,,,False
engineer,per,M.B. Varilla,,,,False
city,loc,Cleveland,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
businessman / politician,per,Mr. Herrick,,,,False
city,loc,Cleveland,,,,False
businessperson,per,Mark Hanna,,,,False
engineer,per,M. Buena Varilla,,,,False
lecture,misc,[speech],,,,False
country,loc,Panama,,,,False
businessperson,per,Hanna,,,,False
legislation,misc,"[""put the thing through"" in the House]",,,,False
political,org,House,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
,per,Sen. Lodge,,,,False
historic,misc,the Canal,,,,False
,per,Mr. Caseby,,,,False
businessperson,per,Mr. Hanna,,,,False
business,org,the railway he represents,,,,False
historic,misc,the Canal,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
businessperson,per,Mr. Hanna,,,,False
political,org,the government,,,,False
engineer,per,M. Buena Varilla,,,,False
,per,the Ross-Perrys,,,,False
,per,the Ross-Perrys,,,,False
,per,Mrs. Slater,,partial,Mrs.,True
family unit,org,the Stickneys,,,,False
,per,Mrs. Slater,,partial,Mrs.,True
,per,Mr. Berry,,,,False
artist-poet,per,Walt Whitman,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Miss Stickney,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Monday, Feb. 15, 1904",,,,False
lawyer,per,Mrs. Foster,,partial,Mrs.,True
lawyer,per,Judith Ellen,,,,False
artist-painter,per,Nellie Hale,,,,False
scholar,per,Mr. Henry Adams,,,,False
art historian,per,Loeser,,,,False
,per,the Wardens',,,,False
,per,the Wardens' [Mrs. Warden],,partial,Mrs.,True
,per,Mr. Berry,,,,False
,per,[Mrs. Lee],,partial,Mrs.,True
,per,Miss Lee,,,,False
home,loc,the German Ambassador's,,,,False
politial figure,per,the German Ambassador,,,,False
,misc,some wonderful things,,,,False
historic,misc,Pekin Loot,,,,False
,per,Mrs. Kuhn,,partial,Mrs.,True
artist-painter,per,Anders Zorn,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Tuesday, Feb. 16, 1904",,,,False
landmark,loc,Mt. Vernon,,,,False
artist-painter,per,Nellie Hale,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,the Waterlows,,,,False
,per,the Waterlows,,,,False
,per,Miss Hortmanns',,,,False
,per,Miss Hortmanns',,,,False
artist-writer,per,Miss Seward,,,,False
,per,Miss Lee,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Wednesday, Feb. 17, 1904",,,,False
,per,Mr. Henry Adams,,,,False
,per,Mrs. Foster,,partial,Mrs.,True
social reformer,per,Mrs. Henderson,,partial,Mrs.,True
 misc,org,Great Artists,,,,False
artist-painter,per,Géronne,,,,False
artist-painter,per,Cabanel,,,,False
artist-painter,per,Bougureau,,,,False
,per,Bernhard,exact,,Bernhard,False
home,loc,"went on to an awful squillionaire's, Mr. Walsh",,,,False
businessman,per,Mr. Walsh,,,,False
state,loc,Colorado,,,,False
artist-writer,per,Miss Seward,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Thursday, Feb. 18, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
governmental,loc,the Congressional Library,,,,False
arts administrator,per,Mr. Parsons,,,,False
mural,misc,"""mural decorations""",,,,False
artist-painter,per,Elihu Vedder,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
painting,misc,"the Drapers' ""Botticelli""",,,,False
,per,the Drapers',,,,False
,per,the Drapers [Mrs. Draper],,partial,Mrs.,True
artist-painter,per,Botticelli,,,,False
,per,Mrs. Draper,,partial,Mrs.,True
,per,the Cotton Smiths,,,,False
,per,the Cotton Smiths,,,,False
,per,Miss Horner,,,,False
city,loc,Brookline,exact,,Brookline,True
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
politial figure,per,Chief Justice Nott,,,,False
historian / politician,per,Lodges [Mr. Lodge],,,,False
,per,Lodges [Mrs. Lodge],,partial,Mrs.,True
,per,Gilmans,,,,False
,per,Gilmans [Mrs. Gilman],,partial,Mrs.,True
historian,per,Mr. Henry Adams,,,,False
politial figure,per,Secretary Hay,,,,False
art dealer,per,Fischer the dealer,,,,False
,per,Mr. Berenson,,,,False
art described by region,misc,Italian Art,,partial,Italian,True
politial figure,per,Mr. Hay,,,,False
,per,this Great Authority,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Kuhn's,,partial,Mrs.,True
art collector,per,Mr. Rhinelander,,,,False
,per,[Mr. Thonor],,,,False
,per,Mrs. Thonor,,partial,Mrs.,True
,per,Mrs. Wadsworth,,partial,Mrs.,True
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Du Bois,,partial,Mrs.,True
city,loc,New Haven,,,,False
,date,"Friday, Feb. 19, 1904",,,,False
city ,loc,Washington,,,,False
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
city ,loc,New York,exact,,New York,True
artist-painter,per,Mr. Hamilton Field,,,,False
,per,his mother,,,,False
,per,B.B.,,,,False
artist-actor,per,Elsie de Wolfe,,,,False
public figure,per,Stuyvesants [Mr. Stuyvesant],,,,False
public figure,per,Stuyvesants [Mrs. Stuyvesant],,partial,Mrs.,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Saturday, Feb. 20, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
art collector,per,Ned Waren,,,,False
art collector,per,Marshall,,,,False
public figure,per,Mr. Dorr,,,,False
lecture,misc,lecture,,,,False
club,org,[Saturday Morning Club],,,,False
club,org,New Haven Ladies Saturday Morning Club,,,,False
lecture,misc,lecture,,,,False
association,org,Hartford Art Association,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Feb. 21, 1904",,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
,per,Kneise,,,,False
,per,his wife,,,,False
artist-musician,per,Proctor,,,,False
neighborhood,loc,Savin Hill,,,,False
,per,Senda,,,,False
,per,Rachel,exact,,Rachel,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Feb. 22, 1904",,,,False
,per,Rachel,exact,,Rachel,True
,per,Senda,,,,False
,per,Ray,,,,False
proper noun adjective,misc,Greek,exact,,Greek,True
,per,Mrs. Tyler,exact,,Mrs. Tyler,True
,per,Gertrude,exact,,Gertrude,False
biographical,misc,Gertrude's death,,partial,Gertrude,True
city,loc,Cambridge,,,,False
,per,Senda,,,,False
,per,Münsterbergs [Mr. Münsterberg],,,,False
,per,Münsterbergs [Mrs. Münsterberg],,partial,Mrs.,True
,per,Puffers [Mr. Puffer],,,,False
,per,Puffers [Mrs. Puffer],,partial,Mrs.,True
,per,Nortons,,,,False
,per,Nortons [Mrs. Norton],,partial,Mrs.,True
,per,Warrens [Mr. Warren],,,,False
,per,Warrens [Mrs. Warren],,partial,Mrs.,True
professor,per,the Warrens [Mr. Warren],,,,False
,per,the Warrens [Mrs. Warren],,partial,Mrs.,True
school,loc,Smith College,,,,False
,per,Salomé Machado,,,,False
professor,per,Prof. Lauman,,,,False
,per,Salomé,,,,False
,per,Mr. Owen,,,,False
proper noun adjective,misc,Western,exact,,Western,True
state,loc,Kansas,,,,False
country,loc,England,exact,,England,True
,per,B.B.,,,,False
,per,D_,,,,False
religious figure,per,Mrs. Piper,,partial,Mrs.,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Tuesday, Feb. 23, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
medical professional,per,Dr. Lauman,,,,False
,per,Fletcher,,,,False
art historian,per,Prichard,,,,False
artist-painter / curator,per,Chalfin,exact,,Chalfin,False
cultural heritage institution,loc,Museum,,partial,Art Museum,True
,per,B.B.,,,,False
,per,Mrs. Toy,exact,,Mrs. Toy,True
scholar,per,Santayana,exact,,Santayana,False
family unit,org,the Perrys,,,,False
artist-painter,per,Whistler,,,,False
cultural ,misc,Whistler reception,,,,False
cultural ,loc,Copley Hall,,,,False
,per,B.B.,,,,False
art collector,per,Mr. Freer,,,,False
,per,Miss Watson,,,,False
city,loc,Buffalo,,,,False
cultural ,org,Bostonians,,partial,Boston,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, Feb. 24, 1904",,,,False
art collector,per,Mr. Freer,,,,False
cultural heritage institution,loc,Museum,,partial,Art Museum,True
art described by region,misc,Chinese things,,partial,Chinese,True
art collector / businessperson,per,[Mr. Havemeyer],,,,False
,per,Mrs. Havemeyer,,partial,Mrs.,True
,per,Abie,,,,False
artist-painter,per,Mrs. Rogers,,partial,Mrs.,True
,per,old Miss Norton,,,,False
,per,B.B.,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Thursday, Feb. 25, 1904",,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,[Whistler again],,,,False
art collector,per,Mr. Freer,,,,False
architect,per,Mr. Fox,,,,False
,per,Mrs. Nickerson,,partial,Mrs.,True
,per,B.B.,,,,False
medical professional,per,Dr. Langmaid,,,,False
artist-painter,per,Mrs. Whitman,,partial,Mrs.,True
artist-painter,per,Mr. Dove,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Friday, Feb. 26, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
cultural heritage institution,loc,museum,,partial,Art Museum,True
architect,per,Potter,,,,False
artist-painter,per,Veronese,,,,False
artist-painter,per,Paolo,,,,False
painting,misc,"[art supposedly by Paolo Veronse @ MFA, Boston]",,partial,Boston,True
,per,Billy taylor,,,,False
,per,Power,,,,False
architect,per,Mr. Fox,,,,False
,per,Billy taylor,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,[Whistler again],,,,False
art collector,per,Mr. Bullard,,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
performance,org,Vincent Club of girls,,,,False
cultural,misc,Vaudeville performance,,,,False
family unit,org,Longyears,,,,False
businessman,per,Longyears,,,,False
philanthropist / religious figure,per,Longyears,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Saturday, Feb. 27, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
,per,His mother,,,,False
,per,Rachel,exact,,Rachel,True
school,loc,Wellesely,,,,False
lecture,misc,The New Art Criticism,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Nickerson,,partial,Mrs.,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Feb. 28, 1904",,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
public figure / artist-painter ,per,Denman Ross,,,,False
,per,Miss Norton,,,,False
,per,Mrs. Scudder (Jeanette Markham),,partial,Mrs.,True
public figure / artist-painter ,per,Mr. Ross,,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
cultural heritage instituton,loc,her Palace,,,,False
music described by era,misc,XVIII music,,,,False
artist-musician,per,Proctor,,,,False
artist-musician,per,Loeffler,,,,False
instrument,misc,viola d'amore,,,,False
family unit,org,The Berenson family,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,his parents [Mr. Berenson],,,,False
,per,his parents [Mrs. Berenson],,partial,Mrs.,True
,per,this Mother,,,,False
,per,Rachel,exact,,Rachel,True
,per,Bessie,,,,False
,per,Senda,,,,False
,per,Abe,,,,False
,per,Bernhard,exact,,Bernhard,False
business,org,Bank (Barings),,,,False
,per,his father,,,,False
,per,Senda,,,,False
,per,Bessie,,,,False
,per,Senda,,,,False
,per,She,,,,False
,per,Ray,,,,False
,per,Bernhard,exact,,Bernhard,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Feb. 29, 1904",,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,Whistlers,,,,False
,per,Mrs. Bowlker,,partial,Mrs.,True
,per,Mr. Bullard,,,,False
lecture,misc,lecture,,,,False
"school, part of",loc,the College Club,,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
,per,Mrs. Whitman,,partial,Mrs.,True
art collector,per,Mrs. Montgomery Sears,,partial,Mrs.,True
artist-poet,per,Miss Eva Palmer,,,,False
city,loc,New York,exact,,New York,True
artist-poet,per,Poe,,,,False
,misc,[poetry by Poe],,,,False
artist-actor/ artist-singer/ artist-poet,per,Mrs. Fiske Warren,,partial,Mrs.,True
artist-poet,per,Miss Palmer,,,,False
,per,Mrs. Longyear,,partial,Mrs.,True
,per,B.B.,,,,False
medical professional,per,Mr. Ayer,,,,False
medicine,misc,Cherry Pectoral,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
,per,Mrs. Longyear,,partial,Mrs.,True
religious beliefs / practices,misc,Christian Science,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, March 2, 1904",,,,False
architect,per,Mr. Fox,,,,False
,per,Bernhard,exact,,Bernhard,False
family unit,org,the Ayers,,,,False
businessman,per,Old Mr. Ayer,,,,False
art historic,org,Old Masters,,,,False
,per,B.B.,,,,False
,per,B.B.,,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
,per,Miss Norton,,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,Whistlers,,,,False
,per,B.B.,,,,False
,per,Mrs. Whitman,,partial,Mrs.,True
family unit,org,the Perrys,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, March 3, 1904",,,,False
cultural heritage institution,loc,the Museum,,,,False
,per,Mr. Rhinelander,,,,False
,per,Cesnola,,,,False
,per,Mr. R.,,,,False
,per,B.B.,,,,False
cultural heritage institution,loc,the Museum,,,,False
businessman,per,Havemeyer,,,,False
?,misc,[Havenmeyer things],,,,False
business,org,Tiffany,,,,False
painting,misc,Rembrandts,,,,False
artist-painter,per,Rembrandt,,,,False
painting,misc,Manets,,,,False
artist-painter,per,Manet,,,,False
painting,misc,Degases,,,,False
artist-painter,per,Degas,,,,False
art described by region,misc,Chinese things,,partial,Chinese,True
,per,Miss Weeks,,,,False
producer,per,Miss Marbury,,,,False
artist-actor,per,Elsie de Wolfe,,,,False
proper noun adjective,misc,American,,partial,Americans,True
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Friday, March 4, 1904",,,,False
art collector / art dealer,per,Glaenzer,,,,False
,per,Emilie Hapgood,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mr. Rhinelander,,,,False
club,loc,Round Table Club,,,,False
city,loc,Philadelphia,,,,False
lecture,misc,speech,,,,False
,per,Faff,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, March 5, 1904",,,,False
publisher,per,Jacacci,,,,False
,per,Mrs. Vollmer,,partial,Mrs.,True
financial,loc,Stock Exchange,,,,False
art collector,per,"Governors, Mr. R. Halsey",,,,False
,per,Bernhard,exact,,Bernhard,False
scholar,per,Carpenter,,,,False
lecture,misc,my speech,,,,False
professor,per,Hodder,,,,False
,per,Caseby,,,,False
city,loc,Germantown,,,,False
,date,"Sunday, March 6, 1904",,,,False
city,loc,Philadelphia,,,,False
,per,Uncle William,,,,False
,per,John,,partial,Clayton Johns,True
,per,Pearlie,,,,False
,per,Bernhard,exact,,Bernhard,False
businessman,per,Mr. Lathrop,,,,False
architect,per,Mr. Stanford White,,,,False
,per,Mr. Poer,,,,False
professor,per,Mr. Hodder,,,,False
professor,per,Miss Gwinn,,,,False
professor,per,Hodder,,,,False
city,loc,Germantown,,,,False
,date,"Monday, March 7, 1904",,,,False
,per,Minnie Kimbre,,,,False
club,org,Questant,,,,False
school,loc,Bryn Mawr,,,,False
,per,John Thomas,,,,False
professor / social reformer,per,Carey,,,,False
lecture,misc,an address,,,,False
,per,Mamie,,,,False
,per,tom Morton,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Winthrop,,partial,Mrs.,True
city,loc,Germantown,,,,False
,date,"Tuesday, March 8, 1904",,,,False
,per,Aunty Lill,,,,False
,per,Aunty,,,,False
club,loc,the Contemporary Club,,,,False
lecture,misc,my address,,,,False
lecture,misc,Art Collections in America and their Influence on National Taste and Art,,partial,America,False
,per,Aunty,,,,False
,per,Bernhard,exact,,Bernhard,False
art historian,per,Fenellosa,,,,False
art critic / professor,per,Mr. Mather,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 9, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
artist-actor,per,Elsie de Wolfe,,,,False
,per,the Gayleys [Mr. Gayley],,,,False
,per,the Gayleys [Mrs. Gayley],,partial,Mrs.,True
,per,Mr. Gayley,,,,False
,per,B.B.,,,,False
,per,B.B.,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 10, 1904",,,,False
medical professional,per,Dr. Oppenheim,,,,False
sickness,misc,Grip,,,,False
,per,Mrs. Dickinson,,partial,Mrs.,True
artist-writer,per,Norman,,,,False
,per,Bond,,,,False
,per,Bernhard,exact,,Bernhard,False
professor,per,Mr. Butler,,,,False
,per,Mr. Winthrop,,,,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
art collector / art dealer,per,Mr. Glaenzer,,,,False
artist-painter,per,Degas,,,,False
painting,misc,[Degas (portrait of a woman)],,,,False
,per,the Mansons [Mr. Manson],,,,False
,per,the Mansons [Mrs. Manson],,partial,Mrs.,True
cultural,misc,concert,,partial,Symphony Concert,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 11, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
cultural heritage institution,loc,Metropolitan Museum,,,,False
artist-actor,per,Miss De Wolfe,,,,False
lecture,misc,speech,,,,False
club,loc,Barnard Club,,,,False
art historian,per,Mr. Van Dyke,,,,False
club,loc,Bryn Mawr Club,,,,False
,per,Norman,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-writer,per,Underwood Johnsons [Mr. Johnson],,,,False
,per,Underwood Johnsons [Mrs. Johnson],,partial,Mrs.,True
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, March 12, 1904",,,,False
sickness,misc,Grip,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
cultural heritage institution,loc,Historical Society,,,,False
art collector,per,the Chapmans [Mr. Chapman],,,,False
,per,the Chapmans [Mrs. Chapman],,partial,Mrs.,True
,per,Mrs. Abbe,,partial,Mrs.,True
,per,Mrs. Gardner,exact,,Mrs. Gardner,True
artist-painter,per,Degas,,,,False
painting,misc,[painting by Degas],,,,False
medical professional,per,Dr. Abbe,,,,False
element,misc,Radium,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Sunday, March 13, 1904",,,,False
artist-painter,per,Jacacci,,,,False
art collector / lawyer,per,Mr. Grenville Winthrop,,,,False
,per,Bond,,,,False
,per,Josephine,,,,False
artist-writer,per,Norman,,,,False
transportation vessel name,misc,S.S. Kaiser Wilhelm II,,,,False
business,org,North German Lloyd,,,,False
,date,"Monday, March 14, 1904",,,,False
,per,Alban,,,,False
,per,Emma,,,,False
city,loc,Philadelphia,,,,False
,per,Fafner,,,,False
,per,Emily Hapgood,,,,False
art collector / businessperson,per,Charles Deering,,partial,Charles,True
art collector / art dealer,per,Mr. Glaenzer,,,,False
,per,A.,,,,False
,per,E.,,,,False
address,loc,44 Grosvenor Road,,,,False
city,loc,London,,,,False
,date,"Monday, March 21, 1904",,,,False
city,loc,Plymouth,,,,False
sickness,misc,Grip,,,,False
home,loc,I Tatti,,partial,Tatti,False
region,loc,Settignano,exact,,Settignano,True
,date,"Monday, April 4, 1904",,,,False
city,loc,London,,,,False
,per,Bernhard,exact,,Bernhard,False
city,loc,Paris,,,,False
,per,Ray,,,,False
,per,Karin,,,,False
,per,Winnie Buckley,,,,False
