note,type,value,exactMatch,partialMatch,matchValue,typeMatch
cultural heritage institution,loc,the Smithsonian,,,,False
politial figure,per,Secretary Mr. Langley,,partial,Lang,True
transportation vessel,misc,Flying Machine,,,,False
arts administrator,per,Mr. Adler,,,,False
arts administrator,per,Mr. Holmes,,,,False
,per,Bernhard,exact,,Bernhard,False
politial figure,per,Secretary Hay,,,,False
historian / religious figure,per,Edward Everett Hale,exact,,Edward Everett Hale,True
artist-painter,per,Ellen,,partial,Ellen Hale,True
governmental,loc,Senate,,,,False
politial figure,per,Senator Hoare,,,,False
,loc,the gallery of the House,,,,False
,per,Mrs. Ross Perry,,partial,Ross,True
,misc,[music by Schumann],,partial,Schumann,False
artist-composer,per,Schumann,exact,,Schumann,True
,per,Mrs. Slater,,,,False
politial figure,per,Judge Holmes,,,,False
,per,nephew of Charlotte Cushing,,,,False
artist-actor,per,Charlotte Cushing,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Saturday, Feb. 13, 1904",,,,False
,per,Dr. Lee,,,,False
artist-poet,per,Mr. Samuel Ward,,,,False
art collection,misc,Mr. Samuel Ward's things,,,,False
,per,Miss Norton of Cambridge,,partial,Cambridge,False
city,loc,Cambridge,exact,,Cambridge,True
literary,loc,"""Purgatorio""",,,,False
?,misc,English pictures,,,,False
painting,misc,[portrait by Page],,,,False
artist-painter,per,Page,,,,False
arts administrator,per,Mr. Adler,,,,False
cultural heritage institution,loc,the Smithsonian,,,,False
arts administrator,per,the Secretary,,,,False
artist-writer,per,Miss Seward,,,,False
,per,Miss Upton,,,,False
,per,B.B.,exact,,B.B.,True
artist-painter,per,Miss Hale,,,,False
,per,[Mr. Gilman],,,,False
,per,Mrs. Gilman,,,,False
,per,Mrs. Kennan,,,,False
religious figure,per,Mrs. Howe,,,,False
city,loc,Cleveland,,,,False
religious denomonation,misc,Unitarian,,,,False
historical,misc,Women' Suffrage Congress,,,,False
,per,Mrs. Cabot Lodge,,,,False
politial figure,per,Secretary Hay,,,,False
artist-painter,per,Zorn,,,,False
,per,B.B.,exact,,B.B.,True
,date,"Sunday, Feb. 14, 1904",,,,False
biographical,misc,My Fortieth Birthday,,,,False
,per,B.B.,exact,,B.B.,True
art collection,misc,Mr. Waggaman's collection,,,,False
art collector,per,Mr. Waggaman,,,,False
painting,misc,early Flemish triptych,,,,False
painting,misc,[Madonna and two donors],,,,False
painting,misc,[painting by Wilson],,partial,Wilson,False
artist-painter,per,Wilson,exact,,Wilson,False
technique,misc,chromo,,,,False
artist-painter,per,Claude Lorraine,,,,False
pottery,misc,Japanese pottery,,partial,Japanese,True
businessman,per,Mr. Sawyer,,,,False
city,loc,Buffalo,,,,False
art collector,per,Mr. Waggaman,,,,False
city,loc,District of Columbia,,,,False
city,loc,New York,exact,,New York,True
city,loc,Washington,,,,False
politician,per,Henry Cabot Lodge,,,,False
,per,Mrs. Adams,,,,False
,per,Miss Bigelow,,,,False
engineer,per,[Mr. Buena Varila],,,,False
,per,Mme. Buena Varilla,,,,False
historic,misc,[the whole Panama business],,,,False
country,loc,Panama,,,,False
,per,Mr. Lodge,,,,False
painting,misc,[Laganeth painting],,,,False
artist-painter,per,Laganeth,,,,False
painting,misc,Madonna enthroned with four saints,,,,False
painting,misc,a Cardinal,,,,False
artist-painter,per,Dirck Bouts,,,,False
public figure,per,His son,,,,False
cultural,org,American Egypt exploring committee,,partial,Egypt,False
,per,Mrs. Adams,,,,False
businessman / philanthropist,per,[Mr. James Parmelu],,partial,James,True
,per,Mrs. James Parmelu,,partial,James,True
engineer,per,M. Buena Varilla,,,,False
,date,1841,,,,False
country,loc,Nicaragua,,,,False
country,loc,Panama,,,,False
engineer,per,M. Buena Varilla,,,,False
business,org,De Lassseps Co.,,,,False
city,loc,Cincinnati,,,,False
banker,per,[prominient Cincinatti banker],,,,False
country,loc,Panama,,,,False
city,loc,Cleveland,,,,False
engineer,per,M.B. Varilla,,,,False
city,loc,Cleveland,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
businessman / politician,per,Mr. Herrick,,,,False
city,loc,Cleveland,,,,False
businessperson,per,Mark Hanna,,,,False
engineer,per,M. Buena Varilla,,,,False
lecture,misc,[speech],,,,False
country,loc,Panama,,,,False
businessperson,per,Hanna,,,,False
legislation,misc,"[""put the thing through"" in the House]",,,,False
political,org,House,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
,per,Sen. Lodge,,,,False
historic,misc,the Canal,,,,False
,per,Mr. Caseby,,,,False
businessperson,per,Mr. Hanna,,,,False
business,org,the railway he represents,,,,False
historic,misc,the Canal,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
businessperson,per,Mr. Hanna,,,,False
political,org,the government,,,,False
engineer,per,M. Buena Varilla,,,,False
,per,the Ross-Perrys,,partial,Ross,True
,per,the Ross-Perrys,,partial,Ross,True
,per,Mrs. Slater,,,,False
family unit,org,the Stickneys,,,,False
,per,Mrs. Slater,,,,False
,per,Mr. Berry,,,,False
artist-poet,per,Walt Whitman,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Miss Stickney,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Monday, Feb. 15, 1904",,,,False
lawyer,per,Mrs. Foster,,,,False
lawyer,per,Judith Ellen,,,,False
artist-painter,per,Nellie Hale,,,,False
scholar,per,Mr. Henry Adams,,,,False
art historian,per,Loeser,,,,False
,per,the Wardens',,,,False
,per,the Wardens' [Mrs. Warden],,,,False
,per,Mr. Berry,,,,False
,per,[Mrs. Lee],,,,False
,per,Miss Lee,,,,False
home,loc,the German Ambassador's,,,,False
politial figure,per,the German Ambassador,,,,False
,misc,some wonderful things,,,,False
historic,misc,Pekin Loot,,,,False
,per,Mrs. Kuhn,,,,False
artist-painter,per,Anders Zorn,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Tuesday, Feb. 16, 1904",,,,False
landmark,loc,Mt. Vernon,,,,False
artist-painter,per,Nellie Hale,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,the Waterlows,,,,False
,per,the Waterlows,,,,False
,per,Miss Hortmanns',,,,False
,per,Miss Hortmanns',,,,False
artist-writer,per,Miss Seward,,,,False
,per,Miss Lee,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Wednesday, Feb. 17, 1904",,,,False
,per,Mr. Henry Adams,,,,False
,per,Mrs. Foster,,,,False
social reformer,per,Mrs. Henderson,,,,False
 misc,org,Great Artists,,,,False
artist-painter,per,Géronne,,,,False
artist-painter,per,Cabanel,,,,False
artist-painter,per,Bougureau,,,,False
,per,Bernhard,exact,,Bernhard,False
home,loc,"went on to an awful squillionaire's, Mr. Walsh",,,,False
businessman,per,Mr. Walsh,,,,False
state,loc,Colorado,,,,False
artist-writer,per,Miss Seward,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Thursday, Feb. 18, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
governmental,loc,the Congressional Library,,partial,Library,True
arts administrator,per,Mr. Parsons,,,,False
mural,misc,"""mural decorations""",,,,False
artist-painter,per,Elihu Vedder,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
painting,misc,"the Drapers' ""Botticelli""",,,,False
,per,the Drapers',,,,False
,per,the Drapers [Mrs. Draper],,,,False
artist-painter,per,Botticelli,,,,False
,per,Mrs. Draper,,,,False
,per,the Cotton Smiths,,,,False
,per,the Cotton Smiths,,,,False
,per,Miss Horner,,,,False
city,loc,Brookline,exact,,Brookline,True
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
politial figure,per,Chief Justice Nott,,,,False
historian / politician,per,Lodges [Mr. Lodge],,,,False
,per,Lodges [Mrs. Lodge],,,,False
,per,Gilmans,,,,False
,per,Gilmans [Mrs. Gilman],,,,False
historian,per,Mr. Henry Adams,,,,False
politial figure,per,Secretary Hay,,,,False
art dealer,per,Fischer the dealer,,,,False
,per,Mr. Berenson,,,,False
art described by region,misc,Italian Art,,partial,Italian,True
politial figure,per,Mr. Hay,,,,False
,per,this Great Authority,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Kuhn's,,,,False
art collector,per,Mr. Rhinelander,,,,False
,per,[Mr. Thonor],,,,False
,per,Mrs. Thonor,,,,False
,per,Mrs. Wadsworth,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Du Bois,,,,False
city,loc,New Haven,,,,False
,date,"Friday, Feb. 19, 1904",,,,False
city ,loc,Washington,,,,False
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
city ,loc,New York,exact,,New York,True
artist-painter,per,Mr. Hamilton Field,,,,False
,per,his mother,,,,False
,per,B.B.,exact,,B.B.,True
artist-actor,per,Elsie de Wolfe,,,,False
public figure,per,Stuyvesants [Mr. Stuyvesant],,,,False
public figure,per,Stuyvesants [Mrs. Stuyvesant],,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Saturday, Feb. 20, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
art collector,per,Ned Waren,,,,False
art collector,per,Marshall,,,,False
public figure,per,Mr. Dorr,,,,False
lecture,misc,lecture,,,,False
club,org,[Saturday Morning Club],,partial,morning,False
club,org,New Haven Ladies Saturday Morning Club,,partial,morning,False
lecture,misc,lecture,,,,False
association,org,Hartford Art Association,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Feb. 21, 1904",,,,False
,per,Mrs. Gardner,,partial,Gardner,True
,per,Kneise,,,,False
,per,his wife,,,,False
artist-musician,per,Proctor,exact,,Proctor,True
neighborhood,loc,Savin Hill,,,,False
,per,Senda,,,,False
,per,Rachel,exact,,Rachel,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Feb. 22, 1904",,,,False
,per,Rachel,exact,,Rachel,True
,per,Senda,,,,False
,per,Ray,,,,False
proper noun adjective,misc,Greek,exact,,Greek,True
,per,Mrs. Tyler,,partial,Tyler,True
,per,Gertrude,exact,,Gertrude,True
biographical,misc,Gertrude's death,,partial,Gertrude,False
city,loc,Cambridge,exact,,Cambridge,True
,per,Senda,,,,False
,per,Münsterbergs [Mr. Münsterberg],,,,False
,per,Münsterbergs [Mrs. Münsterberg],,,,False
,per,Puffers [Mr. Puffer],,,,False
,per,Puffers [Mrs. Puffer],,,,False
,per,Nortons,,,,False
,per,Nortons [Mrs. Norton],,,,False
,per,Warrens [Mr. Warren],,,,False
,per,Warrens [Mrs. Warren],,,,False
professor,per,the Warrens [Mr. Warren],,,,False
,per,the Warrens [Mrs. Warren],,,,False
school,loc,Smith College,,,,False
,per,Salomé Machado,,,,False
professor,per,Prof. Lauman,,,,False
,per,Salomé,,,,False
,per,Mr. Owen,,,,False
proper noun adjective,misc,Western,exact,,Western,True
state,loc,Kansas,,,,False
country,loc,England,exact,,England,True
,per,B.B.,exact,,B.B.,True
,per,D_,,,,False
religious figure,per,Mrs. Piper,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Tuesday, Feb. 23, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
medical professional,per,Dr. Lauman,,,,False
,per,Fletcher,,,,False
art historian,per,Prichard,,,,False
artist-painter / curator,per,Chalfin,exact,,Chalfin,False
cultural heritage institution,loc,Museum,exact,,Museum,True
,per,B.B.,exact,,B.B.,True
,per,Mrs. Toy,,,,False
scholar,per,Santayana,exact,,Santayana,False
family unit,org,the Perrys,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
cultural ,misc,Whistler reception,,,,False
cultural ,loc,Copley Hall,,,,False
,per,B.B.,exact,,B.B.,True
art collector,per,Mr. Freer,,,,False
,per,Miss Watson,,,,False
city,loc,Buffalo,,,,False
cultural ,org,Bostonians,,partial,Boston,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, Feb. 24, 1904",,,,False
art collector,per,Mr. Freer,,,,False
cultural heritage institution,loc,Museum,exact,,Museum,True
art described by region,misc,Chinese things,,partial,Chinese,True
art collector / businessperson,per,[Mr. Havemeyer],,,,False
,per,Mrs. Havemeyer,,,,False
,per,Abie,,,,False
artist-painter,per,Mrs. Rogers,,,,False
,per,old Miss Norton,,,,False
,per,B.B.,exact,,B.B.,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Thursday, Feb. 25, 1904",,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
exhibiton,misc,[Whistler again],,,,False
art collector,per,Mr. Freer,,,,False
architect,per,Mr. Fox,,,,False
,per,Mrs. Nickerson,,,,False
,per,B.B.,exact,,B.B.,True
medical professional,per,Dr. Langmaid,,partial,Lang,True
artist-painter,per,Mrs. Whitman,,,,False
artist-painter,per,Mr. Dove,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Friday, Feb. 26, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
cultural heritage institution,loc,museum,exact,,Museum,True
architect,per,Potter,,,,False
artist-painter,per,Veronese,,,,False
artist-painter,per,Paolo,,,,False
painting,misc,"[art supposedly by Paolo Veronse @ MFA, Boston]",,partial,Boston,False
,per,Billy taylor,,,,False
,per,Power,,,,False
architect,per,Mr. Fox,,,,False
,per,Billy taylor,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
exhibiton,misc,[Whistler again],,,,False
art collector,per,Mr. Bullard,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
performance,org,Vincent Club of girls,,,,False
cultural,misc,Vaudeville performance,,,,False
family unit,org,Longyears,,partial,Longyear,False
businessman,per,Longyears,,partial,Longyear,True
philanthropist / religious figure,per,Longyears,,partial,Longyear,True
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Saturday, Feb. 27, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
,per,His mother,,,,False
,per,Rachel,exact,,Rachel,True
school,loc,Wellesely,,,,False
lecture,misc,The New Art Criticism,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Nickerson,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Feb. 28, 1904",,,,False
,per,Mrs. Gardner,,partial,Gardner,True
public figure / artist-painter ,per,Denman Ross,,partial,Denman,False
,per,Miss Norton,,,,False
,per,Mrs. Scudder (Jeanette Markham),,,,False
public figure / artist-painter ,per,Mr. Ross,,partial,Ross,True
,per,Mrs. Gardner,,partial,Gardner,True
cultural heritage instituton,loc,her Palace,,,,False
music described by era,misc,XVIII music,,,,False
artist-musician,per,Proctor,exact,,Proctor,True
artist-musician,per,Loeffler,,,,False
instrument,misc,viola d'amore,,,,False
family unit,org,The Berenson family,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,his parents [Mr. Berenson],,,,False
,per,his parents [Mrs. Berenson],,,,False
,per,this Mother,,,,False
,per,Rachel,exact,,Rachel,True
,per,Bessie,,,,False
,per,Senda,,,,False
,per,Abe,,,,False
,per,Bernhard,exact,,Bernhard,False
business,org,Bank (Barings),,,,False
,per,his father,,,,False
,per,Senda,,,,False
,per,Bessie,,,,False
,per,Senda,,,,False
,per,She,,,,False
,per,Ray,,,,False
,per,Bernhard,exact,,Bernhard,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Feb. 29, 1904",,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
exhibiton,misc,Whistlers,,,,False
,per,Mrs. Bowlker,,,,False
,per,Mr. Bullard,,,,False
lecture,misc,lecture,,,,False
"school, part of",loc,the College Club,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
,per,Mrs. Whitman,,,,False
art collector,per,Mrs. Montgomery Sears,,,,False
artist-poet,per,Miss Eva Palmer,,,,False
city,loc,New York,exact,,New York,True
artist-poet,per,Poe,,,,False
,misc,[poetry by Poe],,,,False
artist-actor/ artist-singer/ artist-poet,per,Mrs. Fiske Warren,,,,False
artist-poet,per,Miss Palmer,,,,False
,per,Mrs. Longyear,,partial,Longyear,True
,per,B.B.,exact,,B.B.,True
medical professional,per,Mr. Ayer,,,,False
medicine,misc,Cherry Pectoral,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
,per,Mrs. Longyear,,partial,Longyear,True
religious beliefs / practices,misc,Christian Science,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, March 2, 1904",,,,False
architect,per,Mr. Fox,,,,False
,per,Bernhard,exact,,Bernhard,False
family unit,org,the Ayers,,,,False
businessman,per,Old Mr. Ayer,,,,False
art historic,org,Old Masters,,,,False
,per,B.B.,exact,,B.B.,True
,per,B.B.,exact,,B.B.,True
,per,Mrs. Gardner,,partial,Gardner,True
,per,Miss Norton,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
exhibiton,misc,Whistlers,,,,False
,per,B.B.,exact,,B.B.,True
,per,Mrs. Whitman,,,,False
family unit,org,the Perrys,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, March 3, 1904",,,,False
cultural heritage institution,loc,the Museum,,partial,Museum,True
,per,Mr. Rhinelander,,,,False
,per,Cesnola,,,,False
,per,Mr. R.,,,,False
,per,B.B.,exact,,B.B.,True
cultural heritage institution,loc,the Museum,,partial,Museum,True
businessman,per,Havemeyer,,,,False
?,misc,[Havenmeyer things],,,,False
business,org,Tiffany,,,,False
painting,misc,Rembrandts,,,,False
artist-painter,per,Rembrandt,,,,False
painting,misc,Manets,,,,False
artist-painter,per,Manet,,,,False
painting,misc,Degases,,,,False
artist-painter,per,Degas,,,,False
art described by region,misc,Chinese things,,partial,Chinese,True
,per,Miss Weeks,,,,False
producer,per,Miss Marbury,,,,False
artist-actor,per,Elsie de Wolfe,,,,False
proper noun adjective,misc,American,,partial,Americans,True
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Friday, March 4, 1904",,,,False
art collector / art dealer,per,Glaenzer,,,,False
,per,Emilie Hapgood,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mr. Rhinelander,,,,False
club,loc,Round Table Club,,,,False
city,loc,Philadelphia,,,,False
lecture,misc,speech,,,,False
,per,Faff,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, March 5, 1904",,,,False
publisher,per,Jacacci,,,,False
,per,Mrs. Vollmer,,,,False
financial,loc,Stock Exchange,,,,False
art collector,per,"Governors, Mr. R. Halsey",,,,False
,per,Bernhard,exact,,Bernhard,False
scholar,per,Carpenter,,,,False
lecture,misc,my speech,,,,False
professor,per,Hodder,,,,False
,per,Caseby,,,,False
city,loc,Germantown,,,,False
,date,"Sunday, March 6, 1904",,,,False
city,loc,Philadelphia,,,,False
,per,Uncle William,,,,False
,per,John,,partial,Clayton Johns,True
,per,Pearlie,,,,False
,per,Bernhard,exact,,Bernhard,False
businessman,per,Mr. Lathrop,,,,False
architect,per,Mr. Stanford White,,,,False
,per,Mr. Poer,,,,False
professor,per,Mr. Hodder,,,,False
professor,per,Miss Gwinn,,,,False
professor,per,Hodder,,,,False
city,loc,Germantown,,,,False
,date,"Monday, March 7, 1904",,,,False
,per,Minnie Kimbre,,,,False
club,org,Questant,,,,False
school,loc,Bryn Mawr,,,,False
,per,John Thomas,,,,False
professor / social reformer,per,Carey,,,,False
lecture,misc,an address,,,,False
,per,Mamie,,,,False
,per,tom Morton,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Winthrop,,,,False
city,loc,Germantown,,,,False
,date,"Tuesday, March 8, 1904",,,,False
,per,Aunty Lill,,,,False
,per,Aunty,,,,False
club,loc,the Contemporary Club,,,,False
lecture,misc,my address,,,,False
lecture,misc,Art Collections in America and their Influence on National Taste and Art,,partial,America,False
,per,Aunty,,,,False
,per,Bernhard,exact,,Bernhard,False
art historian,per,Fenellosa,,,,False
art critic / professor,per,Mr. Mather,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 9, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
artist-actor,per,Elsie de Wolfe,,,,False
,per,the Gayleys [Mr. Gayley],,,,False
,per,the Gayleys [Mrs. Gayley],,,,False
,per,Mr. Gayley,,,,False
,per,B.B.,exact,,B.B.,True
,per,B.B.,exact,,B.B.,True
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 10, 1904",,,,False
medical professional,per,Dr. Oppenheim,,,,False
sickness,misc,Grip,,,,False
,per,Mrs. Dickinson,,,,False
artist-writer,per,Norman,,,,False
,per,Bond,exact,,Bond,False
,per,Bernhard,exact,,Bernhard,False
professor,per,Mr. Butler,,,,False
,per,Mr. Winthrop,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
art collector / art dealer,per,Mr. Glaenzer,,,,False
artist-painter,per,Degas,,,,False
painting,misc,[Degas (portrait of a woman)],,,,False
,per,the Mansons [Mr. Manson],,,,False
,per,the Mansons [Mrs. Manson],,,,False
cultural,misc,concert,,partial,Concerts,True
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 11, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Gardner,,partial,Gardner,True
cultural heritage institution,loc,Metropolitan Museum,,partial,Museum,True
artist-actor,per,Miss De Wolfe,,,,False
lecture,misc,speech,,,,False
club,loc,Barnard Club,,,,False
art historian,per,Mr. Van Dyke,,,,False
club,loc,Bryn Mawr Club,,,,False
,per,Norman,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-writer,per,Underwood Johnsons [Mr. Johnson],,,,False
,per,Underwood Johnsons [Mrs. Johnson],,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, March 12, 1904",,,,False
sickness,misc,Grip,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mrs. Gardner,,partial,Gardner,True
cultural heritage institution,loc,Historical Society,,,,False
art collector,per,the Chapmans [Mr. Chapman],,,,False
,per,the Chapmans [Mrs. Chapman],,,,False
,per,Mrs. Abbe,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
artist-painter,per,Degas,,,,False
painting,misc,[painting by Degas],,,,False
medical professional,per,Dr. Abbe,,,,False
element,misc,Radium,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Sunday, March 13, 1904",,,,False
artist-painter,per,Jacacci,,,,False
art collector / lawyer,per,Mr. Grenville Winthrop,,,,False
,per,Bond,exact,,Bond,False
,per,Josephine,,,,False
artist-writer,per,Norman,,,,False
transportation vessel name,misc,S.S. Kaiser Wilhelm II,,,,False
business,org,North German Lloyd,,,,False
,date,"Monday, March 14, 1904",,,,False
,per,Alban,,,,False
,per,Emma,,,,False
city,loc,Philadelphia,,,,False
,per,Fafner,,,,False
,per,Emily Hapgood,,,,False
art collector / businessperson,per,Charles Deering,,partial,Charles,True
art collector / art dealer,per,Mr. Glaenzer,,,,False
,per,A.,,,,False
,per,E.,,,,False
address,loc,44 Grosvenor Road,,,,False
city,loc,London,,,,False
,date,"Monday, March 21, 1904",,,,False
city,loc,Plymouth,,,,False
sickness,misc,Grip,,,,False
home,loc,I Tatti,,,,False
region,loc,Settignano,,partial,"Tatti, Settignano",False
,date,"Monday, April 4, 1904",,,,False
city,loc,London,,,,False
,per,Bernhard,exact,,Bernhard,False
city,loc,Paris,,,,False
,per,Ray,,,,False
,per,Karin,,,,False
,per,Winnie Buckley,,,,False
